"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","dashboard","0","Dashboard — DTR power on/off list","1","0","Saved example — DTRs that are OFF with hierarchy row","0"
"0","technical-analysis","0","Technical report","1","0","Low Power Factor report — first page shows columns and meters","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — first and last page have no duplicate meters › Consumption Pattern — Zero Consumption for Last 3 months: first and last page have no duplicate meters","0"
"0","meter-replacement","1","Meter Replacement Dashboard Summary API — Negative & Edge","0","0","Ignored query params still return dashboard summary","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — by meter type, month by month, consumer meters only","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — consumers is treated as consumer meters","0"
"0","dashboard","0","Dashboard — DTR load unbalance","1","0","Saved example — all-zero Severe/Moderate/Balanced distribution (13 Jul 2026)","0"
"0","reports","0","Event detail report","1","0","Event detail — 1–30 Oct 2025 fixture","0"
"0","modules-permissions","0","Module Permission — Negative","1","0","POST /permissions/modules/:id/permissions — key prefix mismatch returns 400","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — first and last page have no duplicate meters › Ip!=In (Phase current is not equal to neutral current) report — first and last page have no duplicate meters","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — Zero Consumption: report opens and usage follows the rule","0"
"0","meter-replacement","1","Bulk Validate Meter Replacement API","0","0","Validate POST /indore/meter-replacement/bulk/validate — required columns must be present","0"
"0","consumption","0","Daily consumption list","1","0","Daily consumption — first page lists each consumer (readings may be empty)","0"
"0","dtrs","0","DTR loading gauge","1","0","DTR loading gauge — extra filters that nobody uses are ignored","0"
"0","consumers","0","Nearby accounts","1","0","Nearby accounts — letters-only account has no neighbours","0"
"0","reports","0","Reports — contract snapshots","1","0","Consumer report — column and field names stay the same","0"
"0","technical-analysis","1","Technical summary","0","0","Technical summary — card totals match the report list","0"
"0","consumption","0","Consumption API — Edge","1","0","Monthly net meter — leftover unused filters are ignored","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by consumer category, hour by hour, all meters","0"
"0","consumers","0","Event summary","1","0","Event summary — sample: resolved and pending counts","0"
"0","dashboard","0","Dashboard — DTR consumption","1","0","DTR consumption chart — an invalid time period is rejected","0"
"0","dashboard","0","Dashboard — DTR loading list","1","0","DTR loading list — extra unused filters are ignored","0"
"0","meter-replacement","1","Meter Replacement Submission Detail API","0","0","Validate Meter Replacement Submission Detail API","0"
"0","technical-analysis","0","Technical analysis — contract snapshots","1","0","Technical report — column and field names stay the same","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Compare — Abnormal Low: billing data is not ready yet","0"
"0","mis-dashboard","0","How many meters we have","1","0","How many meters we have — from-date and to-date still work","0"
"0","commericial-analysis","0","Day and Night consumption report","1","0","Day and Night — Night consumption <= 10% of Day consumption: household and non-household lists are the same (connection type filter is not applied)","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone Negative","1","0","IND-RPT-ATZ-NEG-004 — page=0 is rejected","0"
"0","dtrs","0","DTR events","1","0","DTR events — a second transformer still shows events","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Power Factor Violation — page 0 is rejected (page must start at 1)","0"
"0","consumers","0","Power quality","1","0","Power quality — blank consumer number is rejected","0"
"0","mis-dashboard","0","How many events by urgency","1","0","How many events by urgency — consumers is treated as consumer meters","0"
"0","dashboard","0","DTR power on/off list — cannot open without a valid login","1","0","cannot open without logging in","0"
"0","consumers","0","Can this meter be given to a consumer?","1","0","Can this meter be given to a consumer? — extra spaces around the serial are ignored","0"
"0","technical-analysis","0","Technical report","0","1","YNR Low Power Factor report — first page shows columns and meters","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Compare — report still opens when the report type is not selected (uses default)","0"
"0","meter-replacement","1","Bulk Validate Meter Replacement API","0","0","Validate POST /indore/meter-replacement/bulk/validate — at least one data row required","0"
"0","utils-lookup","0","Utils lookup — contract snapshots","1","0","Network search — field names stay the same","0"
"0","feeder","0","Feeder — mistakes that should be blocked","1","0","Feeder alerts — showing zero events at a time is not allowed","0"
"0","dashboard","0","Dashboard — consumers by meter make","1","0","Saved example — L&T with rows (offline)","0"
"0","consumers","0","Consumption chart","1","0","Consumption chart — last few hours","0"
"0","hes-commands","0","HES Commands — Load Curtailment (E2E)","1","0","Validate POST /commands/load-curtailment → query-meter-job — load_curtailment_get E2E","0"
"0","consumers","0","Energy flow chart","1","0","Energy flow chart — unknown meter is empty or not found","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — by urgency, month by month, DTR meters only","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 4 events — consumers is treated as consumer meters","0"
"0","consumers","0","Meter communication","1","0","Meter communication — unknown meter shows empty or not found","0"
"0","feeder","0","Feeder alerts","1","0","Feeder alerts — first page of events (an empty list is still OK)","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by consumer category, hour by hour, all meters","0"
"0","reports","0","Consumer report","1","0","Consumer report — missing fromDate is rejected","0"
"0","dashboard","0","Consumers by category — cannot open without a valid login","1","0","cannot open with an empty login token","0"
"0","mis-dashboard","0","What kinds of events happened","1","0","What kinds of events happened — an invalid grouping is rejected","0"
"0","dashboard","0","Dashboard — DTR communication","1","0","DTR communication chart — daily view loads","0"
"0","consumers","0","Consumption chart","1","0","Consumption chart — opens using the account number","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — unknown query params are ignored","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — consumers is treated as consumer meters","0"
"0","mis-dashboard","0","Urgency level 5 events","0","1","Urgency level 5 events — day by day","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — a bad date is rejected","0"
"0","reports","0","Event report","1","0","Event report — page 0 is rejected (page must start at 1)","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by consumer category, hour by hour, all meters","0"
"1","meter-replacement","0","Bulk Validate Meter Replacement API","0","0","Validate POST /indore/meter-replacement/bulk/validate — new meter must not already be assigned","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Power Factor Violation — report still opens when PF limit is not selected (uses default)","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by meter type, day by day, DTR meters only","0"
"0","reports","0","Min-max voltage count","1","0","Min-max voltage count — a month with no readings still returns 200","0"
"0","consumers","0","Can this meter be given to a consumer?","0","1","Can this meter be given to a consumer? — unused active meter is allowed","0"
"0","users-admin","1","User Management Flow","0","0","Validate User Management Module","0"
