"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4316","Meter list — first page shows columns, records, and page numbers","master-data","2026-09-15","passed","2026-09-15","Meter list — first page shows columns, records, and page numbers","Master data — meter list","meter-master",""
"","898","meter phases — ids and names are unique","utils-lookup","2026-09-15","passed","2026-09-15","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Meter phases › meter phases — ids and names are unique","indoore_backend_testing","modules/UTILS-LOOKUP/tests/meterphase",""
"","61669","Feeder list — page 2 shows the next set of records","master-data","2026-09-15","passed","2026-09-15","Feeder list — page 2 shows the next set of records","Master data — feeder list","feeder-master",""
"","233","Monthly net meter — a page far past the end of the list is empty","consumption","2026-09-15","passed","2026-09-15","Monthly net meter — a page far past the end of the list is empty","Consumption API — Edge","consumption-edge",""
"","690","Power problems — by consumer category, hour by hour, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by consumer category, hour by hour, consumer meters only","Power problems","eventdatapower",""
"","238","Other events — an invalid grouping is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — an invalid grouping is rejected","Other events","eventdataother",""
"","2503","Consumers by meter make — Linkwell meters","dashboard","2026-09-15","passed","2026-09-15","Consumers by meter make — Linkwell meters","Dashboard — consumers by meter make","consumeroemdistribution",""
"","19","Consumer report — empty page fixture","reports","2026-09-15","passed","2026-09-15","Consumer report — empty page fixture","Consumer report","consumerreport",""
"","18","Saved example — critically loaded DTRs empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — critically loaded DTRs empty page","Dashboard — DTR loading list","dtrpercentageloadingdetails",""
"","897","Event detail — limit 0 is rejected (limit must be at least 1)","reports","2026-09-15","passed","2026-09-15","Event detail — limit 0 is rejected (limit must be at least 1)","Event detail report","eventdetail",""
"","543","Events that did not roll over — by meter type, hour by hour, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — by meter type, hour by hour, all meters","Events that did not roll over","eventdatanonrollover",""
"","1804","Event restoration — page 0 is rejected (page must start at 1)","reports","2026-09-15","passed","2026-09-15","Event restoration — page 0 is rejected (page must start at 1)","Event restoration report","eventrestoration",""
"","29","Event summary — sample: change vs yesterday is correct","consumers","2026-09-15","passed","2026-09-15","Event summary — sample: change vs yesterday is correct","Event summary","eventlogcards",""
"","1000","Home dashboard — cannot open with an empty login token","overall-dashboard","2026-09-15","passed","2026-09-15","Home dashboard — cannot open with an empty login token","Home dashboard — cannot open without a valid login","dashboardmetrics",""
"","288","Urgency level 2 events — week by week, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 2 events — week by week, DTR meters only","Urgency level events","eventpriority",""
"","1086","Power problems — by meter type, month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by meter type, month by month, consumer meters only","Power problems","eventdatapower",""
"","1","Urgency level 1 events — day by day (extra check)","mis-dashboard","2026-09-15","skipped","2026-09-15","Urgency level 1 events — day by day (extra check)","Urgency level 1 events (extra check)","eventpriority1",""
"","906","Min-max voltage count — page and limit do not change the total","reports","2026-09-15","passed","2026-09-15","Min-max voltage count — page and limit do not change the total","Min-max voltage count","minmaxvoltagecount",""
"","265","Talking meters by category — unknown meter kind is treated as all","mis-dashboard","2026-09-15","passed","2026-09-15","Talking meters by category — unknown meter kind is treated as all","Talking meters by category","communication-category",""
"","255","What kinds of events happened — by meter type, consumers is treated as consumer meters","mis-dashboard","2026-09-15","passed","2026-09-15","What kinds of events happened — by meter type, consumers is treated as consumer meters","What kinds of events happened","event-classification",""
"","7","Min-max voltage count — Oct 2025 min R fixture","reports","2026-09-15","passed","2026-09-15","Min-max voltage count — Oct 2025 min R fixture","Min-max voltage count","minmaxvoltagecount",""
"","28","Bill status — Oct 2025 fixture (summary with empty rows)","reports","2026-09-15","passed","2026-09-15","Bill status — Oct 2025 fixture (summary with empty rows)","Bill status report","billstatus",""
"","234","Day and Night — page 0 is rejected (page must start at 1)","commericial-analysis","2026-09-15","passed","2026-09-15","Day and Night — page 0 is rejected (page must start at 1)","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","243","How many meters we have — a negative organisation is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — a negative organisation is rejected","How many meters we have","communicationstats",""
"","497","Urgency level 2 events — day by day, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 2 events — day by day, DTR meters only","Urgency level events","eventpriority",""
"","249","How many meters we have — one day only still opens","mis-dashboard","2026-09-15","passed","2026-09-15","How many meters we have — one day only still opens","How many meters we have","communicationstats",""
"","1787","Can this meter be given to a consumer? — empty serial is rejected","consumers","2026-09-15","passed","2026-09-15","Can this meter be given to a consumer? — empty serial is rejected","Can this meter be given to a consumer?","validatemeter",""
"","1819","cannot open with an invalid login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an invalid login token","Consumers by category — cannot open without a valid login","consumercategorydistribution",""
"","256","How many events by urgency — extra unused options are ignored","mis-dashboard","2026-09-15","passed","2026-09-15","How many events by urgency — extra unused options are ignored","How many events by urgency","priority-overview",""
"","1395","DTR list — an empty search shows the full list","master-data","2026-09-15","passed","2026-09-15","DTR list — an empty search shows the full list","Master data — DTR list","dtr-master",""
"","13216","Boundary integer submission ids do not 500","meter-replacement","2026-09-15","passed","2026-09-15","Boundary integer submission ids do not 500","Meter Replacement Submission Detail API — Negative & Edge","submission-detail-negative",""
"","502","Validate sent invitations list — email search","auth","2026-09-15","passed","2026-09-15","Validate sent invitations list — email search","Auth Sent Invitations List API","invite-list",""
"","1897","Communication consumers — invalid meter type is rejected","reports","2026-09-15","passed","2026-09-15","Communication consumers — invalid meter type is rejected","Communication consumers report","communicationconsumers",""
"","69","Sample profile — capacity and map pin can be empty","dtrs","2026-09-15","passed","2026-09-15","Sample profile — capacity and map pin can be empty","DTR profile","dtrprofile",""
